220	INV_Robe_02
222	INV_Boots_01
224	INV_Jewelry_Ring_03
229	INV_Belt_01
230	INV_Boots_01
233	INV_Boots_01
241	INV_Belt_01
242	INV_Boots_01
244	INV_Belt_01
245	INV_Boots_01
248	INV_Belt_01
249	INV_Boots_01
252	INV_Belt_01
253	INV_Boots_01
256	INV_Belt_01
257	INV_Boots_01
261	INV_Boots_01
267	INV_Boots_01
275	INV_Belt_01
276	INV_Boots_01
281	INV_Belt_01
282	INV_Boots_01
292	INV_Potion_08
293	INV_Belt_01
295	INV_Boots_02
297	INV_Belt_01
301	INV_Belt_01
302	INV_Boots_01
308	INV_Misc_Food_01
310	INV_Belt_01
311	INV_Boots_01
314	INV_Belt_01
317	INV_Belt_01
318	INV_Boots_01
326	INV_Belt_01
329	INV_Belt_01
332	INV_Belt_01
336	INV_Belt_01
337	INV_Boots_01
362	INV_Misc_Bag_01
365	INV_Pants_02
368	INV_Pants_02
369	INV_Shirt_01
370	INV_Pants_02
371	INV_Shirt_01
372	INV_Pants_02
373	INV_Shirt_01
374	INV_Pants_02
376	INV_Pants_02
378	INV_Pants_02
380	INV_Pants_02
381	INV_Shirt_01
383	INV_Shirt_01
384	INV_Pants_02
385	INV_Shirt_01
386	INV_Pants_02
387	INV_Shirt_01
388	INV_Pants_02
389	INV_Shirt_01
390	INV_Pants_02
391	INV_Shirt_01
392	INV_Pants_02
393	INV_Shirt_01
394	INV_Pants_02
395	INV_Shirt_01
396	INV_Pants_02
397	INV_Shirt_01
398	INV_Pants_02
412	INV_Pants_02
453	INV_Axe_01
472	INV_Staff_08
510	INV_Gauntlets_04
555	INV_Misc_MonsterScales_02
557	INV_Misc_Bowl_01
563	INV_Sword_08
568	INV_Misc_MonsterScales_03
581	INV_Misc_Ale_01
609	INV_Jewelry_Amulet_05
624	INV_Misc_MonsterSpiderCarapace_01
634	INV_Scroll_04
679	INV_Sword_04
683	INV_Pants_02
684	INV_Chest_Wolf
685	INV_Pants_03
687	INV_Pants_03
691	INV_Pants_02
697	INV_Pants_03
703	INV_Boots_Wolf
704	INV_Pants_Wolf
729	INV_Sword_08
782	INV_Axe_04
811	INV_Scroll_03
825	INV_Boots_03
845	INV_Boots_09
859	INV_Sword_04
860	INV_Mace_01
861	INV_Mace_01
862	INV_Sword_04
869	INV_Spear_06
878	INV_Staff_02
883	INV_Staff_06
896	INV_Jewelry_Ring_01
898	INV_Jewelry_Talisman_02
918	INV_Misc_Book_09
920	INV_Misc_Eye_01
924	INV_Scroll_03
925	INV_Misc_Bag_01
926	INV_Potion_01
928	INV_Misc_Branch_01
929	INV_TradeskillItem_03
932	INV_Banner_02
936	INV_Robe_02
940	INV_Misc_MonsterClaw_04
941	INV_Misc_Root_01
942	INV_Jewelry_Talisman_03
943	INV_Misc_Igot_01
944	INV_Misc_MonsterHead_03
945	INV_Boots_09
946	INV_Misc_Rune_01
954	INV_Chest_Chain
956	INV_Misc_Horn_03
959	INV_Misc_MonsterFang_01
961	INV_Misc_Orb_04
963	INV_Jewelry_Ring_03
964	INV_Jewelry_Talisman_04
972	INV_Gauntlets_05
976	INV_Gauntlets_04
977	INV_Chest_Chain
981	INV_Misc_Bag_02
983	INV_Potion_09
989	INV_Chest_Wolf
992	INV_Scroll_01
993	INV_Misc_Food_06
994	INV_Misc_Food_07
999	INV_Misc_Ale_01
1006	INV_Jewelry_Ring_02
1007	INV_Misc_Net_01
1011	INV_Gauntlets_05
1012	INV_Jewelry_Amulet_02
1013	INV_Scroll_02
1017	INV_Gauntlets_05
1019	INV_Chest_Chain
1020	INV_Boots_01
1022	INV_Hammer_04
1025	INV_Misc_Bag_05
1026	INV_Potion_09
1028	INV_Jewelry_Ring_02
1032	INV_Sword_05
1037	INV_Scroll_08
1040	INV_Misc_Idol_03
1041	INV_Misc_Food_10
1045	INV_Sword_09
1046	INV_Jewelry_Ring_01
1054	INV_Mask_02
1057	INV_Shoulder_08
1058	INV_Shoulder_08
1060	INV_Shoulder_02
1063	INV_Gauntlets_04
1068	INV_Shoulder_02
1069	INV_Scroll_01
1080	INV_Chest_Fur.tga
1083	INV_Hammer_03
1087	INV_Misc_Food_05
1090	INV_Staff_04
1092	INV_Staff_07
1093	INV_Scroll_07
1095	INV_Ammo_Arrow_01
1096	INV_Scroll_04
1097	INV_Scroll_05
1098	INV_Shirt_01
1102	INV_Scroll_03
1103	INV_Misc_Book_07
1107	INV_Belt_01
1115	INV_Mace_01
1116	INV_Misc_Food_16
1117	INV_Misc_Food_14
1118	INV_Misc_Food_16
1119	INV_Misc_Candle_01
1120	INV_Misc_Candle_01
1121	INV_Sword_04
1123	INV_Helmet_04
1124	INV_Helmet_04
1126	INV_Helmet_03
1127	INV_Helmet_03
1128	INV_Helmet_03
1129	INV_Helmet_03
1130	INV_Helmet_03
1131	INV_Helmet_03
1132	INV_Helmet_02
1134	INV_Misc_Book_10
1136	INV_Musket_03
1137	INV_Musket_03
1139	INV_Jewelry_Talisman_04
1141	INV_Misc_MonsterSpiderCarapace_01
1143	INV_Misc_Book_09
1144	INV_Misc_Food_08
1145	INV_Misc_Food_12
1148	INV_Jewelry_Amulet_04
1150	INV_Potion_08
1151	INV_Misc_MonsterFang_01
1155	INV_Misc_Book_08
1159	INV_Mace_01
1160	INV_Mace_01
1161	INV_Mace_01
1165	INV_Staff_08
1166	INV_Shield_09
1168	INV_Misc_Bag_10
1170	INV_Misc_Spyglass_03
1183	INV_Misc_Bag_10
1184	INV_Chest_Samurai
1185	INV_Shirt_02
1190	INV_Staff_07
1193	INV_Staff_02
1196	INV_Misc_Herb_05
1197	INV_Misc_Horn_03
1198	INV_Jewelry_Ring_03
1199	INV_Chest_Chain
1200	INV_Helmet_02
1201	INV_Staff_08
1203	INV_Sword_06
1206	INV_Hammer_03
1207	INV_Sword_06
1208	INV_Misc_Fish_02
1209	INV_Misc_Orb_04
1215	INV_Potion_16
1216	INV_Misc_Gem_Sapphire_03
1217	INV_Misc_Gem_Emerald_03
1218	INV_Misc_Gem_Opal_03
1219	INV_Misc_MonsterScales_02
1220	INV_Mace_01
1221	INV_Misc_Gear_01
1225	INV_Misc_Bone_04
1227	INV_Misc_Bone_08
1229	INV_Pants_03
1231	INV_Misc_Gem_Amethyst_03
1232	INV_Belt_01
1235	INV_Misc_Gear_06
1236	INV_Misc_Gear_06
1238	INV_Belt_01
1240	INV_Misc_QuestionMark
1241	INV_Mace_01
1243	INV_Hammer_01
1244	INV_Misc_Bag_07
1245	INV_Misc_MonsterFang_01
1246	INV_Misc_Book_06
1248	INV_Misc_Gear_03
1249	INV_Potion_15
1251	INV_Sword_09
1256	INV_Misc_Ale_01
1257	INV_Misc_Urn_01
1260	INV_Misc_Bag_01
1262	INV_Misc_Gem_Stone_01
1263	INV_Misc_Gem_Bloodstone_02
1264	INV_Misc_Herb_08
1270	INV_Misc_PocketWatch_02
1272	INV_Misc_Bandana_03
1273	INV_Misc_Bone_DwarfSkull_01
1274	INV_Misc_Bone_OrcSkull_01
1275	INV_Potion_12
1277	INV_Misc_Bag_09_Green
1280	INV_Misc_Bag_07_Green
1281	INV_Misc_Bag_09_Black
1282	INV_Misc_Bag_10_Black
1283	INV_Misc_Bag_07_Black
1285	INV_Misc_Bag_11
1286	INV_Misc_Pelt_Wolf_02
1288	INV_Potion_19
1290	INV_Misc_Organ_04
1291	INV_Potion_15
1294	INV_Misc_Birdbeck_01
1295	INV_Misc_Dust_01
1296	INV_Misc_EmptyFlask_02
1297	INV_Misc_Food_Wheat_01
1301	INV_Scroll_03
1302	INV_Misc_Bag_07
1307	INV_Misc_Flower_01
1310	INV_Misc_Head_Orc_01
1312	INV_TradeskillItem_01
1313	INV_Misc_Herb_05
1317	INV_Misc_Book_11
1319	INV_Misc_Bone_DwarfSkull_01
1322	INV_Misc_Map_01
1323	INV_Scroll_03
1324	INV_Scroll_03
1325	INV_Scroll_03
1328	INV_Potion_13
1329	INV_Misc_Bandana_01
1330	INV_Shirt_02
1333	INV_Robe_02
1342	INV_Hammer_03
1345	INV_Staff_02
1347	INV_Misc_Food_08
1353	INV_Pants_05
1356	INV_Pants_01
1357	INV_Pants_02
1361	INV_Misc_Fish_02
1364	INV_Stone_04
1371	INV_Staff_02
1373	INV_Staff_06
1374	INV_Staff_02
1376	INV_Staff_07
1378	INV_Pick_01
1379	INV_Pick_02
1382	INV_Axe_01
1383	INV_Axe_01
1384	INV_Axe_04
1386	INV_Axe_01
1387	INV_Axe_01
1389	INV_Axe_01
1390	INV_Axe_01
1391	INV_Axe_01
1392	INV_Axe_01
1393	INV_Axe_03
1395	INV_Misc_Shell_01
1399	INV_Jewelry_Amulet_05
1401	INV_Misc_Idol_02
1402	INV_Hammer_03
1404	INV_Jewelry_Amulet_01
1405	INV_Stone_05
1407	INV_Gauntlets_09
1409	INV_Axe_01
1415	INV_Axe_02
1416	INV_Misc_Bone_07
1421	INV_Misc_Pelt_Wolf_01
1423	INV_Misc_Organ_02
1424	INV_Misc_MonsterSpiderCarapace_01
1428	INV_Sword_07
1432	INV_Chest_Fur
1436	INV_Hammer_03
1437	INV_Staff_09
1438	INV_Misc_Organ_06
1439	INV_Axe_02
1440	INV_Spear_06
1441	INV_Mace_01
1442	INV_Misc_Herb_05
1443	INV_Misc_Food_Wheat_02
1445	INV_Misc_Head_Scourge_01
1451	INV_Misc_Candle_01
1455	INV_Axe_03
1458	INV_Axe_01
1461	INV_Hammer_04
1464	INV_Misc_Herb_07
1465	INV_Axe_03
1466	INV_Sword_08
1467	INV_Staff_04
1469	INV_Staff_06
1471	INV_Misc_Bag_08
1474	INV_Misc_Candle_03
1475	INV_Mace_01
1477	INV_Hammer_03
1478	INV_Hammer_03
1480	INV_Pick_02
1481	INV_Pick_05
1482	INV_Potion_18
1483	INV_Misc_Food_09
1484	INV_Misc_EmptyFlask_01
1485	INV_Ingot_04
1487	INV_Misc_Flute_01
1489	INV_Staff_07
1490	INV_Weapon_Halberd_04
1491	INV_Misc_Head_Orc_01
1494	INV_Helmet_04
1495	INV_Misc_Pelt_Bear_01
1496	INV_Misc_MonsterClaw_03
1497	INV_Food_Egg_03
1498	INV_Misc_MonsterClaw_02
1499	INV_Misc_MonsterClaw_01
1500	INV_Misc_Root_02
1501	INV_Misc_Rune_02
1502	INV_Misc_Rock_01
1503	INV_Misc_Bone_03
1504	INV_Misc_Eye_01
1507	INV_Misc_Slime_01
1511	INV_Chest_Chain
1512	INV_Pants_02
1513	INV_Axe_01
1515	INV_Misc_Bone_01
1516	INV_Misc_Bone_01
1517	INV_Hammer_04
1542	INV_Sword_04
1544	INV_Sword_04
1546	INV_Sword_04
1547	INV_Sword_04
1550	INV_Sword_04
1552	INV_Weapon_ShortBlade_04
1553	INV_Sword_06
1556	INV_Sword_04
1560	INV_Axe_02
1563	INV_Axe_04
1566	INV_Sword_05
1588	INV_Misc_Book_09
1590	INV_Sword_04
1591	INV_Sword_04
1592	INV_Sword_04
1593	INV_Sword_04
1594	INV_Weapon_ShortBlade_01
1595	INV_Hammer_03
1596	INV_Hammer_03
1597	INV_Hammer_03
1598	INV_Axe_04
1599	INV_Staff_08
1600	INV_Staff_08
1601	INV_Axe_04
1602	INV_Pick_03
1605	INV_Weapon_ShortBlade_01
1606	INV_Weapon_ShortBlade_01
1607	INV_Sword_04
1609	INV_Sword_06
1610	INV_Hammer_03
1611	INV_Misc_Pipe_01
1612	INV_Mace_01
1613	INV_Hammer_01
1621	INV_Sword_06
1624	INV_Robe_02
1625	INV_Misc_Bag_10_Blue
1626	INV_Robe_02
1627	INV_Sword_04
1628	INV_Sword_06
1632	INV_Sword_06
1638	INV_Sword_08
1639	INV_Sword_07
1642	INV_Sword_05
1643	INV_Staff_08
1644	INV_Shield_06
1645	INV_Misc_MonsterClaw_04
1646	INV_Misc_Herb_04
1648	INV_Staff_07
1649	INV_Shirt_02
1652	INV_Axe_01
1653	INV_Mace_01
1655	INV_Misc_Food_Wheat_01
1656	INV_Potion_15
1657	INV_Gauntlets_04
1658	INV_Boots_09
1659	INV_Misc_Gem_Sapphire_02
1661	INV_Hammer_03
1663	INV_Ingot_03
